date,store,type,actual_revenue,forecast_revenue,lower_ci,upper_ci,model
2012-06-01,25,backtest,694765.95,752378.2559142691,685236.7005525292,826713.8586749878,Prophet
2012-06-08,25,backtest,730254.19,730395.8657335995,660725.153171419,809293.6922038594,Prophet
2012-06-15,25,backtest,753860.89,752546.0196511701,675047.6597835675,824595.6137351445,Prophet
2012-06-22,25,backtest,721601.9,760219.2857403104,693105.6216855663,834093.6618018979,Prophet
2012-06-29,25,backtest,718890.81,741157.5702387961,668804.2211133956,810931.1405999836,Prophet
2012-07-06,25,backtest,753385.55,741824.7779963407,672976.12917666,815931.8489398425,Prophet
2012-07-13,25,backtest,714093.95,722036.8144033704,649080.1112165997,796873.7677274748,Prophet
2012-07-20,25,backtest,685676.58,708861.2229664294,636280.9945577048,778960.6266492897,Prophet
2012-07-27,25,backtest,659109.53,693438.6206464123,626955.5083925134,768483.855686944,Prophet
2012-08-03,25,backtest,709724.6,688364.3805428706,618067.5674581878,760791.1688753836,Prophet
2012-08-10,25,backtest,710496.97,699992.3076527189,632204.5822048918,769003.6234790717,Prophet
2012-08-17,25,backtest,728467.72,713363.7720160184,640570.2316837073,784614.8817711922,Prophet
2012-08-24,25,backtest,756527.64,721859.9914405607,656303.4342280275,794709.794873761,Prophet
2012-08-31,25,backtest,714828.73,711476.8344516628,644255.44753373,782330.0869604142,Prophet
2012-09-07,25,backtest,671482.9,735556.3942395634,661061.9748824349,806811.7169594592,Prophet
2012-09-14,25,backtest,657241.63,618204.2826041807,542034.3551704013,683191.9233578334,Prophet
2012-09-21,25,backtest,664745.2,614510.1252992032,542332.8491002544,688465.8119043185,Prophet
2012-09-28,25,backtest,683300.84,645147.428397128,571944.17746871,713085.1991357242,Prophet
2012-10-05,25,backtest,699536.73,686158.1743353279,618261.2679330539,758280.9441306688,Prophet
2012-10-12,25,backtest,697317.41,667068.7687327979,590950.4151036737,739299.0824700656,Prophet
2012-10-19,25,backtest,685531.85,679853.5415075656,608293.5033274083,751567.7816404771,Prophet
2012-10-26,25,backtest,688940.94,703145.0416876685,628586.0665082727,776303.9269501881,Prophet
2012-11-04,25,future,,721688.3165155251,649564.5338569798,797320.327669077,Prophet
2012-11-11,25,future,,733702.7707477976,660226.2344741656,808513.468080864,Prophet
2012-11-18,25,future,,819740.1355369423,747395.9543298357,893442.7692108622,Prophet
2012-11-25,25,future,,881092.8924026261,810420.4231167216,954498.70869912,Prophet
2012-12-02,25,future,,970053.9009364368,896725.246432882,1040160.9388363884,Prophet
2012-12-09,25,future,,1057980.6530022752,983288.561085754,1129795.1440429636,Prophet
2012-12-16,25,future,,1079808.1592209416,1007519.9383381894,1149724.1851146682,Prophet
2012-12-23,25,future,,992391.2763877504,920867.1469648218,1064280.324405547,Prophet
2012-12-30,25,future,,826659.6534789667,754259.289814248,897566.5996772237,Prophet
2013-01-06,25,future,,672312.3009069896,601650.1078720371,738223.8295390874,Prophet
2013-01-13,25,future,,603668.8479202782,533457.177163844,672952.087572243,Prophet
2013-01-20,25,future,,620251.9799326445,551682.6621413704,692171.6788789502,Prophet
2012-02-10,26,backtest,1081005.64,1067888.467312571,988476.2436304236,1141220.9078989774,Prophet
2012-02-17,26,backtest,965788.76,974990.1092842432,894411.5551228636,1049800.293044656,Prophet
2012-02-24,26,backtest,917924.47,964578.963110454,893065.8390774343,1042405.0893130254,Prophet
2012-03-02,26,backtest,955641.74,954272.200549654,872874.5964709228,1028330.964830253,Prophet
2012-03-09,26,backtest,1028569.01,951326.8128105748,873249.9962485639,1027947.6474462462,Prophet
2012-03-16,26,backtest,919503.4,942373.7272876943,859834.0375197331,1021433.5461374735,Prophet
2012-03-23,26,backtest,874790.68,941949.2220220437,862185.9116980263,1023003.0043694978,Prophet
2012-03-30,26,backtest,922018.43,936776.7897374956,861142.8315268406,1015449.179537228,Prophet
2012-04-06,26,backtest,1116829.23,950074.5085741417,869708.0854634519,1030017.4827036812,Prophet
2012-04-13,26,backtest,889670.29,955773.208648601,879137.6743432267,1040292.5797755502,Prophet
2012-04-20,26,backtest,923600.02,951273.7769401608,876810.581766876,1029495.6273016528,Prophet
2012-04-27,26,backtest,911969.0,935622.5889172234,857240.0314457292,1011203.278995595,Prophet
2012-05-04,26,backtest,946573.29,946263.2369254958,867516.1345521593,1021827.681253683,Prophet
2012-05-11,26,backtest,1062548.73,987206.6277249414,912916.6801737682,1062951.502954238,Prophet
2012-05-18,26,backtest,978082.84,1026256.9420812486,945254.6704019384,1104160.8426488703,Prophet
2012-05-25,26,backtest,1067310.74,1041776.4198415632,964920.6734242728,1120250.869690468,Prophet
2012-06-01,26,backtest,1015853.03,1032827.2034447348,960857.4777157954,1111671.4423523757,Prophet
2012-06-08,26,backtest,1106176.83,1018651.6858098602,939857.9823240704,1100278.3114725535,Prophet
2012-06-15,26,backtest,1029248.22,1030427.4765064764,952675.1591687284,1112817.8365298235,Prophet
2012-06-22,26,backtest,1056282.91,1049963.387673601,978384.1264119408,1125738.6259489798,Prophet
2012-06-29,26,backtest,1051190.44,1057473.1996463896,986719.114238577,1133476.8087498972,Prophet
2012-07-06,26,backtest,1180470.8,1053335.20542699,978530.1050051772,1133114.1256457416,Prophet
2012-07-13,26,backtest,1063149.78,1041852.3327790742,961111.5945060512,1118753.0487082992,Prophet
2012-07-20,26,backtest,1049625.9,1034020.3618995802,960949.994180481,1113752.786885518,Prophet
2012-07-27,26,backtest,1031745.14,1029373.9215383936,958032.5458124966,1113763.4671152155,Prophet
2012-08-03,26,backtest,1090915.09,1030424.3612465042,950728.8934591548,1113012.2464636257,Prophet
2012-08-10,26,backtest,1121476.51,1035638.255882522,953390.4223275152,1112209.5187859358,Prophet
2012-08-17,26,backtest,1068292.56,1042603.4136701972,961153.6119886346,1121315.9954299978,Prophet
2012-08-24,26,backtest,1022704.2,1039675.9265487312,964906.2299880002,1123033.9791070796,Prophet
2012-08-31,26,backtest,1053495.51,1015590.0142784254,939468.5568800964,1094681.177481898,Prophet
2012-09-07,26,backtest,1081874.03,1058501.1790548502,980220.5690601734,1135783.912212603,Prophet
2012-09-14,26,backtest,986131.94,927590.5548088443,843089.4577331742,1011336.2772015476,Prophet
2012-09-21,26,backtest,961084.08,923422.6020383472,850187.273486117,1003596.5957065598,Prophet
2012-09-28,26,backtest,964726.37,958715.1625867684,881311.6892181176,1032430.6333423216,Prophet
2012-10-05,26,backtest,1095504.26,996665.7450989664,921913.3259901009,1077169.135674419,Prophet
2012-10-12,26,backtest,1044639.69,999179.6326941592,921788.0431435836,1082153.290820983,Prophet
2012-10-19,26,backtest,975578.02,968496.6084559774,888617.9024433738,1045368.8893528738,Prophet
2012-10-26,26,backtest,958619.8,941488.403388251,861887.1909881048,1016159.1244904712,Prophet
2012-11-04,26,future,,930728.1482862544,853925.9908570804,1002597.2316068228,Prophet
2012-11-11,26,future,,1038635.2124132436,961012.5591186844,1113943.712591604,Prophet
2012-11-18,26,future,,995844.4410886008,918968.850928361,1071864.4517104055,Prophet
2012-11-25,26,future,,1024413.8992727812,945691.6264435065,1104251.742708604,Prophet
2012-12-02,26,future,,1077157.4193731486,1002919.4600509251,1153399.2818485303,Prophet
2012-12-09,26,future,,1158656.7386766612,1080164.0643853117,1238489.9605743757,Prophet
2012-12-16,26,future,,1222811.4911532938,1143832.5851348825,1302187.268626359,Prophet
2012-12-23,26,future,,1203496.944050271,1121822.4160391933,1287482.6969872334,Prophet
2012-12-30,26,future,,1081470.600660198,1002978.6728084924,1155741.1534044002,Prophet
2013-01-06,26,future,,915725.429799442,834849.9682660156,1002383.136476947,Prophet
2013-01-13,26,future,,800143.2141126244,721294.1644477751,879673.7591543929,Prophet
2013-01-20,26,future,,785712.6032558251,704560.0370366209,859115.0459640634,Prophet
2012-02-10,27,backtest,1651605.35,1782548.3582497756,1599698.683609591,1958841.910327538,Prophet
2012-02-17,27,backtest,1606221.56,1519127.1272281213,1329483.0409004895,1687578.8839697866,Prophet
2012-02-24,27,backtest,1648602.39,1482314.3622626185,1310141.605533362,1654914.2147164424,Prophet
2012-03-02,27,backtest,1509323.09,1462604.2434175045,1280433.983051055,1634911.306447912,Prophet
2012-03-09,27,backtest,1607343.41,1506711.293768447,1333040.577163173,1687544.0918885537,Prophet
2012-03-16,27,backtest,1635984.07,1564548.3968099088,1400593.0976438331,1749298.6382088065,Prophet
2012-03-23,27,backtest,1620839.34,1627425.9732995578,1435371.2047337762,1801748.842694267,Prophet
2012-03-30,27,backtest,1615494.14,1631533.839374277,1458045.7921402396,1805197.8786079616,Prophet
2012-04-06,27,backtest,1899013.34,1649405.815224496,1483246.7692384606,1834781.952368253,Prophet
2012-04-13,27,backtest,1650405.21,1686309.0199942612,1509939.1094628957,1868428.562423004,Prophet
2012-04-20,27,backtest,1639999.47,1706914.9080445266,1533018.547854794,1892211.6626562527,Prophet
2012-04-27,27,backtest,1565498.84,1610072.493498302,1421307.8567511395,1791755.2361975398,Prophet
2012-05-04,27,backtest,1669388.45,1577378.4367238183,1388487.2329496818,1747174.8149313228,Prophet
2012-05-11,27,backtest,1674306.31,1615913.2121539975,1432032.1488262413,1781941.3663545395,Prophet
2012-05-18,27,backtest,1707158.82,1697445.6765313516,1519498.9602614471,1879233.005223032,Prophet
2012-05-25,27,backtest,1818906.73,1740148.7887305978,1562938.7270107418,1921243.3376706936,Prophet
2012-06-01,27,backtest,1900638.6,1770781.3622765038,1581560.8807280788,1951104.3297653904,Prophet
2012-06-08,27,backtest,1764756.31,1695286.229145961,1532343.8782383965,1865158.531368328,Prophet
2012-06-15,27,backtest,1773500.56,1698170.9482034864,1521947.402195281,1872603.8573435084,Prophet
2012-06-22,27,backtest,1837884.79,1737130.272336659,1580071.8098909808,1918941.321606289,Prophet
2012-06-29,27,backtest,1842555.32,1779516.0848946297,1588380.576824029,1961482.588048418,Prophet
2012-07-06,27,backtest,2062224.92,1815332.3354238009,1625577.8152277253,1987637.442749272,Prophet
2012-07-13,27,backtest,1755889.53,1740489.600767298,1554281.9117041775,1916257.6232629945,Prophet
2012-07-20,27,backtest,1730913.66,1644137.4743347268,1459700.5862199843,1808490.32393216,Prophet
2012-07-27,27,backtest,1625883.71,1567353.473770473,1387345.240736493,1748031.2976192771,Prophet
2012-08-03,27,backtest,1705810.84,1569418.653505464,1398638.774891557,1758015.710354209,Prophet
2012-08-10,27,backtest,1720537.26,1643958.6102382736,1479666.8229719845,1819956.5268257563,Prophet
2012-08-17,27,backtest,1735339.59,1699527.5476393006,1522449.8656341643,1884423.500340964,Prophet
2012-08-24,27,backtest,1780443.36,1694901.0819909065,1527223.9558098516,1882243.5885046043,Prophet
2012-08-31,27,backtest,1731935.43,1639605.364015735,1463693.2458868425,1816421.8812636845,Prophet
2012-09-07,27,backtest,1840955.23,1750830.9834369808,1565782.668765321,1918184.7218966384,Prophet
2012-09-14,27,backtest,1519604.5,1424492.013142417,1258477.727844733,1610431.2555027772,Prophet
2012-09-21,27,backtest,1557485.75,1391689.4782949102,1211821.8734383264,1562321.04576573,Prophet
2012-09-28,27,backtest,1540687.63,1429874.031914791,1257783.1987542184,1615136.0456955326,Prophet
2012-10-05,27,backtest,1591816.88,1512186.2015840465,1350532.4732934083,1695308.8944337775,Prophet
2012-10-12,27,backtest,1660081.29,1514261.554177946,1345730.73607851,1675916.1869075152,Prophet
2012-10-19,27,backtest,1620374.24,1523155.531883126,1356156.538019548,1707416.8920638948,Prophet
2012-10-26,27,backtest,1703047.74,1533789.304328347,1365432.3811436165,1708741.2819646203,Prophet
2012-11-04,27,future,,1502829.9661127378,1338948.1755133143,1682395.2583713797,Prophet
2012-11-11,27,future,,1651067.3332295583,1465596.8595075218,1832514.994704612,Prophet
2012-11-18,27,future,,1669719.9403624716,1486384.2238725375,1843578.524924753,Prophet
2012-11-25,27,future,,1780677.300421849,1607566.238701759,1941873.8720285385,Prophet
2012-12-02,27,future,,1912498.881962404,1722467.977231246,2081896.665973024,Prophet
2012-12-09,27,future,,2039680.9024345733,1858577.887150507,2213962.014669328,Prophet
2012-12-16,27,future,,2092936.5719966027,1916101.105640526,2254787.94122304,Prophet
2012-12-23,27,future,,2001489.4676734488,1815266.8054842264,2169276.6546579013,Prophet
2012-12-30,27,future,,1765825.1721060595,1593163.3155261143,1935234.5167136448,Prophet
2013-01-06,27,future,,1485041.2615181913,1308235.2224882306,1660072.8252194978,Prophet
2013-01-13,27,future,,1295451.4088191867,1114157.2199713269,1475230.6628290892,Prophet
2013-01-20,27,future,,1266531.1364699327,1105130.910786705,1437701.204728279,Prophet
2012-02-10,28,backtest,1572966.15,1651685.5746182792,1486553.03934415,1811620.0088348005,Prophet
2012-02-17,28,backtest,1501503.68,1603635.0480972475,1445195.3389218396,1756312.9660226223,Prophet
2012-02-24,28,backtest,1323487.91,1619583.0378467315,1460688.1436213348,1789282.5230532466,Prophet
2012-03-02,28,backtest,1451740.57,1625789.0094502172,1458782.982153702,1797780.496896759,Prophet
2012-03-09,28,backtest,1680764.06,1567652.0768482354,1400683.361293007,1737491.6694345488,Prophet
2012-03-16,28,backtest,1337875.49,1473515.1094465978,1310896.0231483865,1631768.1280922757,Prophet
2012-03-23,28,backtest,1216059.41,1375451.4098078453,1219564.844898445,1538322.7841504333,Prophet
2012-03-30,28,backtest,1209524.11,1394799.7223679882,1231018.2829964466,1560719.5081018442,Prophet
2012-04-06,28,backtest,1559592.79,1449780.5448700166,1283401.6969043429,1611846.9210256385,Prophet
2012-04-13,28,backtest,1290684.95,1492894.9854145064,1318879.70971655,1660092.041871164,Prophet
2012-04-20,28,backtest,1180797.2,1473637.489428792,1323170.9135173864,1644876.2224869365,Prophet
2012-04-27,28,backtest,1170456.16,1410294.195645431,1246327.4002125813,1579971.7892651013,Prophet
2012-05-04,28,backtest,1450628.85,1381699.2595299766,1215657.8535244635,1544334.6227529028,Prophet
2012-05-11,28,backtest,1264575.18,1365930.4425265032,1206555.8224219263,1533110.464143803,Prophet
2012-05-18,28,backtest,1213310.45,1331585.3587754678,1167092.8324255247,1491882.605089235,Prophet
2012-05-25,28,backtest,1151214.41,1410943.1257561448,1253863.274389505,1573656.21423081,Prophet
2012-06-01,28,backtest,1245480.95,1465692.0843328536,1301197.115979655,1636770.5186849406,Prophet
2012-06-08,28,backtest,1440687.69,1449063.482256838,1277129.4807651169,1624464.9242279923,Prophet
2012-06-15,28,backtest,1229760.97,1497396.1518177886,1335633.9539446544,1668625.7607955674,Prophet
2012-06-22,28,backtest,1180671.55,1457983.6914487532,1290920.1555332644,1627922.3519837998,Prophet
2012-06-29,28,backtest,1129031.98,1408908.2052042915,1241873.9273230236,1562684.2440755568,Prophet
2012-07-06,28,backtest,1500863.54,1486648.6082267608,1320477.0229771202,1663623.8975672072,Prophet
2012-07-13,28,backtest,1179915.04,1446490.935472193,1273736.2874138134,1609113.3182463767,Prophet
2012-07-20,28,backtest,1149427.48,1475654.66960828,1304245.6357846947,1634023.2251203973,Prophet
2012-07-27,28,backtest,1135035.09,1465416.86464282,1296232.3214952552,1645951.3696340264,Prophet
2012-08-03,28,backtest,1376520.1,1473324.803009309,1309487.8633599158,1629567.602401761,Prophet
2012-08-10,28,backtest,1269113.41,1465156.2189792276,1296444.6104605482,1640153.257912801,Prophet
2012-08-17,28,backtest,1184198.41,1533533.4393646077,1365286.925540083,1712682.8910264308,Prophet
2012-08-24,28,backtest,1199309.59,1587956.7103782257,1401200.5831380675,1758493.8331171554,Prophet
2012-08-31,28,backtest,1227118.75,1568473.9188279624,1398449.3271540108,1728398.2193565927,Prophet
2012-09-07,28,backtest,1469693.99,1627821.9953517923,1473940.7963161762,1784569.4031270363,Prophet
2012-09-14,28,backtest,1124660.77,1474604.133188692,1317441.8584393093,1646383.1758862997,Prophet
2012-09-21,28,backtest,1135340.19,1449925.4381458196,1283181.6043974902,1617174.038205322,Prophet
2012-09-28,28,backtest,1129508.61,1438757.783097257,1275694.827534248,1605350.6281855956,Prophet
2012-10-05,28,backtest,1462941.03,1607488.6450633898,1441087.541140505,1766376.1614045976,Prophet
2012-10-12,28,backtest,1205536.71,1774538.793674515,1595690.7780926612,1932584.5153558792,Prophet
2012-10-19,28,backtest,1143724.48,1741477.5566926906,1575002.9468616894,1904881.287107037,Prophet
2012-10-26,28,backtest,1213860.61,1687206.2166461234,1513522.1010405456,1857698.157066227,Prophet
2012-11-04,28,future,,1961354.401776372,1789593.2566581874,2129426.202287629,Prophet
2012-11-11,28,future,,1984871.243890532,1814776.68363202,2153312.921939459,Prophet
2012-11-18,28,future,,2109698.089877164,1952475.56417686,2267951.0705001904,Prophet
2012-11-25,28,future,,2113205.150249236,1959942.201167988,2290976.3486525933,Prophet
2012-12-02,28,future,,2103888.771574878,1924249.25776128,2275304.5125865447,Prophet
2012-12-09,28,future,,2129174.070466739,1951586.6971414648,2302929.125916531,Prophet
2012-12-16,28,future,,2174050.419284099,2018218.30019296,2337630.123042611,Prophet
2012-12-23,28,future,,2164509.014846715,1994190.515822393,2326414.89788961,Prophet
2012-12-30,28,future,,2046786.7184607785,1870167.509224807,2222894.042770169,Prophet
2013-01-06,28,future,,1857857.8503442344,1695975.7915126802,2023533.9706637969,Prophet
2013-01-13,28,future,,1707840.027560899,1549546.789081955,1880275.5068265488,Prophet
2013-01-20,28,future,,1688462.8629022662,1525845.588018707,1863887.335247788,Prophet
2012-02-10,29,backtest,545840.05,571458.4148588211,500097.99803682015,641478.1036346292,Prophet
2012-02-17,29,backtest,559606.91,467519.4886228795,397485.4178150344,538856.8120578359,Prophet
2012-02-24,29,backtest,488782.63,475691.452487461,406987.1156117384,546979.8662536079,Prophet
2012-03-02,29,backtest,500801.72,483029.57947300695,411054.8680244693,549682.0573857288,Prophet
2012-03-09,29,backtest,504750.35,486461.7494200632,418852.9873488679,555588.4438137303,Prophet
2012-03-16,29,backtest,489293.72,477313.4731080026,403996.3846312533,545189.4172726814,Prophet
2012-03-23,29,backtest,517408.48,481885.4141179428,414446.5067350505,554028.2174084106,Prophet
2012-03-30,29,backtest,504566.28,480376.5926936865,416544.1949966835,549880.3368879146,Prophet
2012-04-06,29,backtest,633826.55,488796.8222154246,421110.8664546171,559618.4936205879,Prophet
2012-04-13,29,backtest,520493.83,497888.9936310602,430171.8677221837,566196.2344859962,Prophet
2012-04-20,29,backtest,525200.59,493973.6666785847,425696.5972344305,566237.6346111675,Prophet
2012-04-27,29,backtest,497250.22,462092.61096632015,392622.42149305146,531326.8374588526,Prophet
2012-05-04,29,backtest,504963.84,451771.4707819253,382276.3501757556,521595.95436455705,Prophet
2012-05-11,29,backtest,529707.87,464701.39736970334,391333.567091468,533550.661490888,Prophet
2012-05-18,29,backtest,543706.04,481246.6429804253,411158.3928444001,552305.1303161184,Prophet
2012-05-25,29,backtest,549665.67,487353.303633914,417478.37652166566,554597.8203736452,Prophet
2012-06-01,29,backtest,576252.35,500175.440856134,423304.4823929647,563137.2248512618,Prophet
2012-06-08,29,backtest,554093.15,493963.926953487,423464.7963952009,566990.8624667014,Prophet
2012-06-15,29,backtest,552338.76,505425.8323230636,436029.3022658086,576936.3224619152,Prophet
2012-06-22,29,backtest,581854.5,510397.2284177537,444111.795994925,579387.4067417358,Prophet
2012-06-29,29,backtest,555954.13,502038.08352297073,435562.0973120817,570172.6087690796,Prophet
2012-07-06,29,backtest,578832.41,483200.5277692849,414844.2193238194,551274.6179396332,Prophet
2012-07-13,29,backtest,514709.76,466044.3721021225,398457.89058820513,534692.3461042689,Prophet
2012-07-20,29,backtest,506705.36,450361.1403951928,383025.8805819253,517926.1107569247,Prophet
2012-07-27,29,backtest,475158.24,431815.9358068156,367308.687774704,502310.97125841887,Prophet
2012-08-03,29,backtest,504754.74,424730.2253302482,347876.3208490946,491861.42283231486,Prophet
2012-08-10,29,backtest,518628.42,452328.2769780877,382125.7238506816,523172.3461196033,Prophet
2012-08-17,29,backtest,416881.66,486472.4585788675,416068.0766715498,557129.2863317879,Prophet
2012-08-24,29,backtest,615026.15,500565.4759586042,428530.6203458276,571430.8593980448,Prophet
2012-08-31,29,backtest,545844.91,484334.3086688096,413158.9706068507,553534.76989214,Prophet
2012-09-07,29,backtest,540811.85,542927.0837981956,477126.2874853427,611895.7471859867,Prophet
2012-09-14,29,backtest,475127.18,400484.2375043992,332983.052618494,468258.2294123413,Prophet
2012-09-21,29,backtest,489079.23,403830.2545662796,334246.5871923603,479407.4771026664,Prophet
2012-09-28,29,backtest,489674.23,433776.8829123658,359798.76211546554,500808.5067444544,Prophet
2012-10-05,29,backtest,520632.8,474660.8207041352,404085.9989527559,542471.8126781466,Prophet
2012-10-12,29,backtest,513737.0,465062.3466494565,399121.8628498237,532875.3622195704,Prophet
2012-10-19,29,backtest,516909.24,458100.7774211821,389496.3085346437,523793.72595581296,Prophet
2012-10-26,29,backtest,534970.68,470175.6339122549,402871.1655000334,541083.0120384332,Prophet
2012-11-04,29,future,,506928.87831920624,438095.6259150065,572058.8021985794,Prophet
2012-11-11,29,future,,496808.6291497276,424603.74275854,566766.1528382824,Prophet
2012-11-18,29,future,,566077.3700218603,490302.2267434463,634867.0874143264,Prophet
2012-11-25,29,future,,591270.8296115422,521579.2140500759,660598.5546085562,Prophet
2012-12-02,29,future,,648762.9971852954,578065.0473787114,715887.1571169286,Prophet
2012-12-09,29,future,,726749.4213155006,651801.1214869814,791291.1333531252,Prophet
2012-12-16,29,future,,768019.5574537076,699193.2479801964,841109.899343594,Prophet
2012-12-23,29,future,,720350.2438630315,649447.0287922941,791759.2350258782,Prophet
2012-12-30,29,future,,592471.3279866052,523086.5499066604,662398.453722266,Prophet
2013-01-06,29,future,,453988.0686314212,388648.7159852879,525634.6688256755,Prophet
2013-01-13,29,future,,376536.514485707,304254.92139422154,446513.32883208274,Prophet
2013-01-20,29,future,,376081.26641077537,301885.2344728732,444368.5543190675,Prophet
2012-02-10,2,backtest,2103322.68,2201862.6472050385,2038123.255208578,2376708.4814737635,Prophet
2012-02-17,2,backtest,2196688.46,1968818.479711966,1803765.473133586,2126791.649034055,Prophet
2012-02-24,2,backtest,1861802.7,1962661.762775333,1806105.128468068,2126706.6974312016,Prophet
2012-03-02,2,backtest,1952555.66,1947212.4885370296,1794952.074173444,2112203.764263844,Prophet
2012-03-09,2,backtest,1937628.26,1910370.874368033,1747557.5667405725,2068855.3749755693,Prophet
2012-03-16,2,backtest,1976082.13,1898102.6173897968,1735679.833813086,2056624.084590068,Prophet
2012-03-23,2,backtest,1790439.16,1853717.793908101,1696454.6422661666,2014410.6381487064,Prophet
2012-03-30,2,backtest,1857480.84,1837494.0742696591,1667361.2864791907,2002631.6877353825,Prophet
2012-04-06,2,backtest,2129035.91,1880407.4926696897,1726532.2114799474,2054867.4417025328,Prophet
2012-04-13,2,backtest,1935869.1,1870291.828853421,1702443.7259182916,2033331.658331,Prophet
2012-04-20,2,backtest,1847344.45,1837788.2681136527,1691901.1059621696,1998071.065468869,Prophet
2012-04-27,2,backtest,1764133.09,1813887.8910780745,1652051.2067156846,1976965.016286635,Prophet
2012-05-04,2,backtest,1923957.09,1836305.2827148896,1689906.4443977335,2016886.1009899543,Prophet
2012-05-11,2,backtest,1917520.99,1821864.8078983345,1669243.412348215,1976821.362529516,Prophet
2012-05-18,2,backtest,2000940.67,1819121.039979028,1653153.882451165,1984261.193243311,Prophet
2012-05-25,2,backtest,1912791.09,1862203.8532597248,1710034.7882925202,2010911.242896601,Prophet
2012-06-01,2,backtest,1910092.37,1882920.6783073635,1713470.3996388165,2047378.1483801184,Prophet
2012-06-08,2,backtest,2010216.49,1907643.2886039568,1740206.1580727824,2063313.9240481448,Prophet
2012-06-15,2,backtest,1962924.3,1922446.124727638,1771934.2960324078,2085525.247274177,Prophet
2012-06-22,2,backtest,1887733.21,1895262.7592560383,1725565.2992627416,2064463.8154854968,Prophet
2012-06-29,2,backtest,1881046.12,1854907.240893491,1705598.382762444,2014530.1374814715,Prophet
2012-07-06,2,backtest,2041507.4,1862168.740977788,1688761.80922931,2025552.80196862,Prophet
2012-07-13,2,backtest,1830075.13,1798696.483405228,1643897.191655393,1946802.3088774253,Prophet
2012-07-20,2,backtest,1819666.46,1794998.0364585351,1626841.386455488,1952481.6205467333,Prophet
2012-07-27,2,backtest,1757923.88,1814684.4325291272,1645504.609794592,1976569.6639687133,Prophet
2012-08-03,2,backtest,1946104.64,1852921.23518586,1692305.6293520252,2010923.3036247848,Prophet
2012-08-10,2,backtest,1866719.96,1890198.8733511777,1726706.3731084203,2043073.3458626105,Prophet
2012-08-17,2,backtest,1928016.01,1916920.356540837,1745699.562663515,2080816.168312252,Prophet
2012-08-24,2,backtest,1876788.15,1882572.169487532,1723035.5350102922,2049713.9803814483,Prophet
2012-08-31,2,backtest,1947083.3,1843676.4232705035,1685435.6587649754,2001197.160872019,Prophet
2012-09-07,2,backtest,1898777.07,1968487.996303629,1798514.1940252555,2141822.024884465,Prophet
2012-09-14,2,backtest,1814806.63,1681806.2795058016,1511898.536455885,1835153.8361214448,Prophet
2012-09-21,2,backtest,1829415.67,1702903.571700687,1542519.1864639798,1854718.6226829728,Prophet
2012-09-28,2,backtest,1746470.56,1823525.9288314776,1664892.031910961,1984612.248942162,Prophet
2012-10-05,2,backtest,1998321.04,1933107.9908826684,1776734.748645955,2093851.7940056943,Prophet
2012-10-12,2,backtest,1900745.13,1865660.7271582647,1714703.5680080303,2027526.2937221525,Prophet
2012-10-19,2,backtest,1847990.41,1858834.738615441,1695925.3680281667,2026553.0108045405,Prophet
2012-10-26,2,backtest,1834458.35,1895564.1652391225,1745963.373692691,2054259.2424320604,Prophet
2012-11-04,2,future,,2119172.9351874767,1959634.711400852,2274308.610981233,Prophet
2012-11-11,2,future,,2148283.7593217324,1986879.7073596064,2327176.553102126,Prophet
2012-11-18,2,future,,2277100.0673560305,2114002.04435278,2445414.737216203,Prophet
2012-11-25,2,future,,2321803.9253224377,2168102.798192523,2477162.380980889,Prophet
2012-12-02,2,future,,2458949.5220731967,2281649.467325581,2614689.0070434907,Prophet
2012-12-09,2,future,,2682987.6892914423,2521073.019186295,2844561.356426719,Prophet
2012-12-16,2,future,,2846270.9850188745,2680406.663267448,3001927.562435949,Prophet
2012-12-23,2,future,,2780427.563402184,2624619.604647944,2934739.151479227,Prophet
2012-12-30,2,future,,2467295.254999405,2309447.3681829413,2627517.608012768,Prophet
2013-01-06,2,future,,2080155.6221853776,1905532.7601877728,2243668.869417845,Prophet
2013-01-13,2,future,,1844924.255542783,1669344.4740323073,2010908.696145992,Prophet
2013-01-20,2,future,,1855946.9503501065,1693356.2511894323,2016423.116180064,Prophet
2012-02-10,30,backtest,451365.99,452397.7779410332,434166.57145314815,470564.4082914966,Prophet
2012-02-17,30,backtest,435109.11,446352.116249112,427703.2348281082,465426.67931064026,Prophet
2012-02-24,30,backtest,425215.71,438988.5773949825,419904.0752514202,458511.37842556194,Prophet
2012-03-02,30,backtest,438640.61,436520.3685832973,419054.6639395271,456265.600713173,Prophet
2012-03-09,30,backtest,446617.89,436123.6107946109,417524.2551001892,454872.1441831637,Prophet
2012-03-16,30,backtest,413617.45,426939.4958584325,406559.51237306616,447179.3112613714,Prophet
2012-03-23,30,backtest,430222.97,421699.0619064751,401945.9319132832,439987.3831462671,Prophet
2012-03-30,30,backtest,449603.91,418049.8307564447,400501.445624724,436136.9779169677,Prophet
2012-04-06,30,backtest,461511.92,432793.89763498376,413412.0107186473,451555.6934976642,Prophet
2012-04-13,30,backtest,428784.7,437832.1093285396,418872.4774629795,456112.4678102412,Prophet
2012-04-20,30,backtest,462909.41,439116.2787263057,420932.3679318447,459579.9221301441,Prophet
2012-04-27,30,backtest,433744.83,433030.5094293785,413483.17376555497,452117.71082726994,Prophet
2012-05-04,30,backtest,454477.54,423826.7532065821,404041.5041146888,442589.91840037296,Prophet
